Wallet Address,Credit Score,Total Deposited,Total Borrowed,Total Repaid,Liquidation Events,Repay Ratio,Deposit/Borrow Ratio,Active Days,Risk Category
0x037e908997841df68afb48eb1c9a6e441310abf5,1000,"5,365,731,778,951,737,344.00","241,766,287.00","483,620,336.00",0,2.00,22193879244.01,3,Low Risk
0x037ef353b228e621872f569be0b0f876e6b78dd6,1000,"3,800,095,746,010,965.00",0.00,0.00,0,0.00,380009574601096492482560.00,0,Low Risk
0x037f910b25fe4a3f08da116f9fe026aec93b74e0,799,0.00,0.00,0.00,0,0.00,0.00,5,Low Risk
0x037fd387317f2b6c50d43ea6c36de384ea9b2cf5,1000,"951,455,350,692,180.00",0.00,0.00,0,0.00,95145535069217997455360.00,13,Low Risk
0x03807e5ca6505683c96cc30bc71c018b4b0f3f38,999,"1,600,051,678,216,696,365,056.00","472,699,615,279,647,293,440.00","255,386,305.00",0,0.00,3.38,76,Low Risk
0x0380af22b08d62fba32da15e68a94e71ba8b8f3a,1000,"5,001,929,133,364,515.00",0.00,0.00,0,0.00,500192913336451507159040.00,0,Low Risk
0x0381d12b94af184aedfc27d326624b70c65fc7b4,1000,"104,700,000,000,000,000.00",0.00,0.00,0,0.00,10469999999999999937085440.00,0,Low Risk
0x03827daa642b7e409e4d08fb34836c22d0a3556b,872,"1,529,928,564,173,852,639,232.00","544,000,800,000,186,122,240.00","236,844,362,830,156,529,664.00",3,0.44,2.81,81,Low Risk
0x03842b4c71c18188191cad1cb9a8dab32d2eab7e,998,"265,250,000,000,004,816,896.00","111,500,000,004,150,034,432.00","1,501,954,258,460,068,096.00",0,0.01,2.38,124,Low Risk
0x03845ccfb1173f4810dab66664ce61564fd91ad1,1000,"1,108,350.00",0.00,0.00,0,0.00,110835000000000.00,0,Low Risk
0x03846bf20ade32e9b95d925fe47bd2279c5a88b7,998,"2,615,639,683,710,565,376.00","1,280,723,095,696,358,400.00","280,723,095,696,358,304.00",0,0.22,2.04,67,Low Risk
0x0384f296396564cdd310bb398e1dc8a98fb3b137,997,"12,121,463,820,460,155,207,680.00","9,637,000,000,000,000,786,432.00","9,645,877,902,846,803,836,928.00",0,1.00,1.26,7,Low Risk
0x03851f30cc29d86ee87a492f037b16642838a357,975,"152,215,624,251,463,892,992.00","101,435,017,234,190,647,296.00","30,023,859,763,194,437,632.00",0,0.30,1.50,67,Low Risk
0x03858ae8ecadc39ce9a3ab3fc6769dd8fece2d0f,1000,"1,108,530.00",0.00,0.00,0,0.00,110853000000000.00,0,Low Risk
0x0385d3a3ca20ddd25bfb20742fdcfc3ddbfb0c59,799,0.00,0.00,0.00,0,0.00,0.00,0,Low Risk
0x03867a6c590972095f2c82dedede42a62f46952a,999,"75,200,152,616,543,388,172,288.00","4,035,355,290,461,701,931,008.00","10,013,244,998.00",0,0.00,18.64,88,Low Risk
0x03873505d18421366d0fa6f27f49694d80dc1fbd,1000,"1,504,262.00",0.00,0.00,0,0.00,150426200000000.00,0,Low Risk
0x0387de98476d2ca45d092ee0cf7af798be4660a1,1000,"8,000,000,000,000,000,000.00",0.00,0.00,0,0.00,800000000000000038117834752.00,0,Low Risk
0x03886228bb749eeba43426d2d6b70eba472f4876,999,"1,740,980,257,175,584,112,640.00","387,499,753,890,839,986,176.00",0.00,0,0.00,4.49,79,Low Risk
0x0388efdfbd5f519f6c63319b5710d5231dd64868,1000,"8,090,025,798,822,738,788,352.00","3,200,000,000.00","1,200,000,000.00",0,0.38,2528133062132.11,72,Low Risk
0x03894d4ac41dd6c4c2f524ed4417c90fa46972c6,1000,"1,100,000,000,001,598,848.00","100,000,000,000,000,000.00",0.00,0,0.00,11.00,32,Low Risk
0x038a122489ebd2bf9968e02d1203258b49e4832e,582,"45,100,000,000,000,000,000.00","160,000,000,000,000,000,000.00",0.00,2,0.00,0.28,17,Medium Risk
0x038ac1795d2c99b312e981e2992bfc45d0b3c73e,799,0.00,0.00,0.00,0,0.00,0.00,0,Low Risk
0x038b15767ebe38fc2002b8c597ec9054021dcf7c,966,"14,039,333,749,533,171,515,392.00","70,495,000,000,131,497,984,000.00","70,488,347,029,436,943,564,800.00",0,1.00,0.20,49,Low Risk
0x038b7e904b21cf2be68d10dec84eb0e118333e3e,1000,"1,624,526.00",0.00,0.00,0,0.00,162452600000000.00,0,Low Risk
0x038c266d54f2a143b8604343bcaf28caba4e8939,1000,"1,090,201,323,417,043,861,504.00","490,000,000,000,300,023,808.00","450,557,030,688,462,405,632.00",0,0.92,2.22,79,Low Risk
0x038ca2dcaf884d02dd1deae89bf23a7831fb1179,1000,"3,555,487,303,138,688,368,640.00","1,100,000,000,007,299,923,968.00","1,103,758,901,084,868,444,160.00",0,1.00,3.23,106,Low Risk
0x038db6c62d0f072616e2b8db7d3d7cfc829f7f65,1000,"1,747,082,028,807,909,277,696.00","10,008,511,471,759,998,976.00","10,010,455,305,181,382,656.00",0,1.00,174.56,38,Low Risk
0x038e8cdb75c6677cfed6854e8b315066f9a909f0,1000,"2,330,974,423,345,471,684,608.00","963,758,569.00","963,981,698.00",0,1.00,2418628999339.64,9,Low Risk
0x038f1867a56cad72bce4c0a462a3fd4e4a4b3dd1,1000,"501,634,669,295,437,938,688.00","779,186,061.00","779,804,399.00",0,1.00,643793176499.65,7,Low Risk
0x038f3ac9acc74b7918d9903d4429d36e57fb1fdb,1000,"1,204,969.00",0.00,0.00,0,0.00,120496900000000.00,12,Low Risk
0x038f41dd54f67016088bfceb81841cc1c51a159f,1000,"99,400,000,000,000,000.00",0.00,0.00,0,0.00,9939999999999999521849344.00,0,Low Risk
0x038fbb17eff0c348725c45e1109ef29041250d1d,1000,"10,970,000,000.00",0.00,0.00,0,0.00,1097000000000000000.00,0,Low Risk
0x0390969e6ddcc17e2ca8813d9f38e276b76c5113,1000,"170,112,332,050,663,768,064.00","70,000,000,354,488,999,936.00","70,002,042,743,239,065,600.00",0,1.00,2.43,60,Low Risk
0x0390e1bdeefce3d6245ede5de9b3ce7b05be9a06,1000,"1,119,118.00",0.00,0.00,0,0.00,111911800000000.00,0,Low Risk
0x03917b0fc420092b18dcb24e719f44600211eb45,1000,"768,355,186,016,660,094,976.00","200,885,345.00","202,107,483.00",0,1.01,3824844395775.41,70,Low Risk
0x03922322741e50ee5a589aedc9fc7ed74a3e1e32,1000,"89,427,745,456,037,243,650,048.00","16,500,000,000,067,300,753,408.00","16,501,530,000,067,326,377,984.00",0,1.00,5.42,51,Low Risk
0x03925f072fd69b9427b3be238a41d70a946811d9,1000,"1,108,391.00",0.00,0.00,0,0.00,110839100000000.00,0,Low Risk
0x0392af17b9462b1e41d68c4c59bdf9a8289a52d9,1000,"5,000,036,396,932,768.00",0.00,0.00,0,0.00,500003639693276807692288.00,0,Low Risk
0x0392c0d81934b52f64aa50c2cfbbcf28cd6141b2,998,"73,903,682,329,288,898,510,848.00","28,463,730,263,464,628,715,520.00","9,315,250,132,939,773,952.00",0,0.00,2.60,24,Low Risk
0x0392ea959f551f01d432e1fa26110ef69d55e4c1,1000,"1,522,054,765,958,330,580,992.00","50,750,000,001,280,000,000.00","42,050,171,999,726,829,568.00",0,0.83,29.99,84,Low Risk
0x03933112dd553026128ee4b55831764c39aa1ad8,1000,"38,529,699,109,735,342,080.00",0.00,0.00,0,0.00,3852969910973534364739043328.00,32,Low Risk
0x03936ba0a4fe117eb026e65b89661438017a07a3,1000,"1,015,262,295,742,831,488.00",0.00,0.00,0,0.00,101526229574283149422100480.00,0,Low Risk
0x03936fad73cfd65a108318d917a7d00af8f2b16d,1000,"260,000,000,000,450.00",0.00,0.00,0,0.00,26000000000045000687616.00,22,Low Risk
0x0393931783b1d0ead3b8b0e0f44c1f23ec3c4af5,1000,"900,000,000,000,000,000,000.00",0.00,0.00,0,0.00,89999999999999994049054375936.00,0,Low Risk
0x03939fefccb572f0279e788a71f5ad34a82a4379,1000,"2,058,078.00",0.00,0.00,0,0.00,205807800000000.00,6,Low Risk
0x0395183e0c76a1138913ce3df272ffc747f37237,1000,"64,405,597,155.00",0.00,0.00,0,0.00,6440559715500000256.00,4,Low Risk
0x03951f5c12a3b8c7fa09e115024d376077b17720,1000,"12,500,000,000,000,000.00","4,060.00",0.00,0,0.00,3078817733982.56,0,Low Risk
0x0396147f0b821aa0d2581f8e2dad0c9956255028,1000,"70,000,000,000,014,999,552.00",0.00,0.00,0,0.00,7000000000001500101751078912.00,3,Low Risk
0x039630fa4ad7f73738b1541dadf3bad89ffed668,799,0.00,0.00,0.00,0,0.00,0.00,0,Low Risk
0x0396b92e454cc2a7076fed1722393c1c4dbb14ea,1000,"1,830,214.00",0.00,0.00,0,0.00,183021400000000.00,0,Low Risk
0x03972ff1fbbc42f532dbfc16e0bfbeec5cb9007d,1000,"12,800,000,000,000,000,000.00","2,383,695,482,775,124.00","2,384,043,946,051,385.00",0,1.00,5369.81,1,Low Risk
0x039803254c85a3cffca6c0f0822e09a306bbda2e,1000,"1,101,809.00",0.00,0.00,0,0.00,110180900000000.00,0,Low Risk
0x0398b107763c8e7fae5183241d383440ea3623da,868,"217,428,600,000,500,006,912.00","100,000,000,000,149,995,520.00","182,790,000,150,013,888.00",2,0.00,2.17,19,Low Risk
0x0399d85e70a77d0103e2f82efe37c3f3eb7d51cc,1000,"3,000,000,000,000,000,000.00",0.00,0.00,0,0.00,299999999999999997114318848.00,2,Low Risk
0x039a21771e9abbd63a8fdb42e60de6b558c1baae,1000,"1,300,425.00",0.00,0.00,0,0.00,130042500000000.00,0,Low Risk
0x039a285369490aa7bf4579207c547caf5fbdfb72,1000,"95,000,000,000,000,000.00",0.00,0.00,0,0.00,9500000000000000109051904.00,0,Low Risk
0x039a33aca90ecfc1b97f88de30264ebd84cc7c22,996,"5,014,295,952,052,474,347,520.00","2,434,713,347,043,043,573,760.00","12,249,975,473.00",0,0.00,2.06,55,Low Risk
0x039a5ebc14114eb0ab9d7bf209049f0f904f78c9,1000,"3,366,683,672,620.00",0.00,0.00,0,0.00,336668367262000021504.00,0,Low Risk
0x039b0cac8f2257a805ae79431fc6daf67bd235fa,997,"508,748,849.00","308,918,646.00","309,971,933.00",0,1.00,1.65,41,Low Risk
0x039b10e499e6b8e711cafc07123654a5b55852d2,1000,"1,109,810.00",0.00,0.00,0,0.00,110981000000000.00,0,Low Risk
0x039b27c7e5771ee0108c87b4162999bea4dd1831,1000,"3,708,433,934,289,420,681,216.00","4,337,497,350.00","1,753,889,923.00",0,0.40,854970881835.68,68,Low Risk
0x039bb7b830769fe8130ce5a40142fcd49a1452f3,1000,"1,000,000.00",0.00,0.00,0,0.00,100000000000000.00,0,Low Risk
0x039c19df683512cc6255bd549fed1de7d1804ba9,1000,"1,031,007,635,241,617,920.00",0.00,0.00,0,0.00,103100763524161783182917632.00,0,Low Risk
0x039c361579aef4e8df5f7bfe0950dd06af0b1276,1000,"2,079,219.00",0.00,0.00,0,0.00,207921900000000.00,0,Low Risk
0x039c5a62e2d28cc85729666dcacb98c1ae21e343,1000,"1,685,553.00",0.00,0.00,0,0.00,168555300000000.00,0,Low Risk
0x039c7320956110b7e9e350d382a354d6ace8d2c0,999,"500,000,000,000,000,000.00","200,000,000,000,000,000.00",0.00,0,0.00,2.50,0,Low Risk
0x039cab749f176fd208e1367b266ab766308e80f8,1000,"109,200,000,000,000,000.00",0.00,0.00,0,0.00,10920000000000000654311424.00,0,Low Risk
0x039cd2b882895757eb015f1447f68a5a5ff0737c,1000,"100,000,000,000,000,000.00",0.00,0.00,0,0.00,9999999999999998758486016.00,0,Low Risk
0x039e2604295ba89a83588107391aed3cce36b97f,1000,"6,515,003,446,680,703,991,808.00","17,005,132,233.00","592,985,834.00",0,0.03,383119834495.48,60,Low Risk
0x039e2eeff82ec296c669f4aae063418afa8bcf02,1000,"1,784,873.00",0.00,0.00,0,0.00,178487300000000.00,0,Low Risk
0x039e8cb6cf84518696939ea80ff8e021b871fde9,964,"94,044,617,409,794,932,736.00","59,430,355,108,644,495,360.00","3,272,067.00",0,0.00,1.58,76,Low Risk
0x039ec0b36450e9b2c5f59a3a6fe991469ac744f2,1000,"134,688,266,553,287,557,120.00","28,000,000,000,029,999,104.00","7,000,000,000,000,000,000.00",0,0.25,4.81,0,Low Risk
0x039eda3933ce405c2ff54a93a7afa07c08030164,812,"36,155,800,273,831,858,176.00","90,395,841,776,568,385,536.00",0.00,0,0.00,0.40,65,Low Risk
0x039f620be875aa9c3d70fe9cf27a7c9192a8001c,996,"243,072,367.00","185,000,000.00","185,324,390.00",0,1.00,1.31,30,Low Risk
0x03a0c2a422c4257440ec79aa0c96c472942082eb,1000,"3,783,888,557,183,655.00",0.00,0.00,0,0.00,378388855718365513121792.00,0,Low Risk
0x03a151746661bea0942281ec949de76eb6b4f6f2,1000,"7,000,000,000,197,610,496.00","71,000,000.00","101,003,007.00",0,1.42,98591549298.56,1,Low Risk
0x03a27a0bd8c8451480e04535690cf131423836e3,999,"5,211,826,796,902,781,812,736.00","50,000,000,004,150,001,664.00","4,163,373,589.00",0,0.00,104.24,47,Low Risk
0x03a3cc4148619b60dda51612a4483ffe43435f34,1000,"1,297,612.00",0.00,0.00,0,0.00,129761200000000.00,0,Low Risk
0x03a3d0eb17509dc9fb2a892ac1eab68419deb19b,1000,"368,602,222,705,085,710,336.00","450,000,000.00","450,001,907.00",0,1.00,819116050455.75,80,Low Risk
0x03a493d043b71da48fd882161dae488abe112432,994,"1,950,000,000,003,479,175,168.00","1,616,574,286,114,232,467,456.00","1,617,727,130,609,804,902,400.00",0,1.00,1.21,62,Low Risk
0x03a4c3ec5f926cf6490d57ed7fd496d21004c63e,1000,"1,108,006.00",0.00,0.00,0,0.00,110800600000000.00,0,Low Risk
0x03a4e9e2c6cb51a8bbc82cffd76da057855cbe77,1000,"13,143.00",0.00,0.00,0,0.00,1314300000000.00,0,Low Risk
0x03a57e2f5e6e840a8a15a7650a89069a5427a95b,1000,"307,899,058,080,443,531,264.00",0.00,0.00,0,0.00,30789905808044350945831682048.00,37,Low Risk
0x03a5b7317c1fde03fa6ba0315ccd86fb8c6111f5,1000,"3,027,000,000,000,000,262,144.00",0.00,0.00,0,0.00,302700000000000033406591172608.00,0,Low Risk
0x03a5bdbd5a37ee782e9203811d227342c3fcfb73,1000,"3,477,835,563,074,131,968.00","1,000,000,000,000,000,000.00",0.00,0,0.00,3.48,19,Low Risk
0x03a673e4a53120a0f6f57e49b202f38553917136,798,"1,293,861,002.00","200,000,000,000,399,998,976.00",0.00,0,0.00,0.00,23,Low Risk
0x03a6e432e9a96e1141397ce2baf975c5ef333e5a,1000,"12,334,319,410,499,852.00",0.00,0.00,0,0.00,1233431941049985104084992.00,1,Low Risk
0x03a7628bb57509b55dbb38d35cffa94b68e2f132,1000,"2,200,000.00",0.00,0.00,0,0.00,220000000000000.00,5,Low Risk
0x03a81442b06c71f0b5850286dc36f99c6f449892,1000,"2,381,176.00",0.00,0.00,0,0.00,238117600000000.00,0,Low Risk
0x03a82ee7997c87e7c6bd227fd3af77a3f175fb91,1000,"3,322,600,000,000,000,090,177,536.00",0.00,0.00,0,0.00,332259999999999971067834889404416.00,3,Low Risk
0x03a8e1fc6077c4aec6b67e677f579708fd1d79bc,1000,"107,800,000,000,000,000.00",0.00,0.00,0,0.00,10779999999999999572180992.00,0,Low Risk
0x03a931c01eb8cf98dccdeecfb7c601c7a701e138,1000,"100,000,000,000,000,000.00",0.00,0.00,0,0.00,9999999999999998758486016.00,0,Low Risk
0x03aa372d3aed6587c493702899950009f895c76e,1000,"6,751,568,276,310,820.00",0.00,0.00,0,0.00,675156827631081991700480.00,0,Low Risk
0x03aaab0b6729ec7ff3d23d34ae2249c4f0e7c9eb,821,"21,843,528,935,636,136.00","403,115,442,896,121,561,088.00","579,902,236,624,732,749,824.00",2,1.44,0.00,7,Low Risk
0x03aad34b8d729c000e980d676b5012ce024e6ba4,1000,"23,800,000,000,000,000.00","5,000,000,000,000,000.00",0.00,0,0.00,4.76,0,Low Risk
0x03ab5739cf27680d40bdfa8778a63a9239badc40,1000,"22,900,000,000,000,000.00","5,000,000,000,000,000.00",0.00,0,0.00,4.58,0,Low Risk
0x03abccd9e326b65aa739fbc222a88783dfd01a8b,1000,"3,300,000.00",0.00,0.00,0,0.00,330000000000000.00,5,Low Risk
0x03abec9490d905b2e93c469e7f7409b085bfff8a,999,"619,000,000,000,000,000,000.00","50,000,000,000,000,000,000.00",0.00,0,0.00,12.38,0,Low Risk
0x03ae6e3226c9fe470b638eaa1301965c613b8b6b,998,"110,432,951,621,601,525,235,712.00","49,683,252,075,980,533,006,336.00","2,277,261,962,237,782,523,904.00",0,0.05,2.22,37,Low Risk
0x03aece912e043486c58feb7ee838bc643800a066,1000,"34,500,000,000,000,000.00","5,000,000,000,000,000.00",0.00,0,0.00,6.90,0,Low Risk
0x03af198dc04505a7210ae1e87d6d1d930f7a748b,956,"51,667,787,536,357,687,296.00","99,999,999,999,999,991,611,392.00","100,457,238,062,590,163,156,992.00",0,1.00,0.00,62,Low Risk
0x03af63559532b015e76b2e70f6940304be09784f,1000,"18,888,000,000,000,000,000,000.00","3,000,000,000.00","3,000,000,000.00",0,1.00,6296000000000.00,0,Low Risk
0x03afb65a1a79e2009632369e39662d985335c00e,996,"300,000,000,000,000,000.00","150,000,000,973,761,824.00",0.00,0,0.00,2.00,0,Low Risk
0x03afea88bde96d8970727d0ebfd30f6ba1e8cdb4,1000,"38,000,000,000,000,000.00","5,000,000,000,000,000.00",0.00,0,0.00,7.60,0,Low Risk
0x03b09526217743c5b360a084ff4c53a252fa770f,1000,"25,900,000,000,000,000,000.00",0.00,0.00,0,0.00,2589999999999999850246569984.00,12,Low Risk
0x03b16ab6e23bdbeeab719d8e4c49d63674876253,991,"249,290,983,498,383,020,261,376.00","331,064,000,001,536,291,766,272.00","331,193,027,529,796,426,399,744.00",0,1.00,0.75,141,Low Risk
0x03b22fab64e1cc7c11bc828c5f093bd7d70c4348,1000,"35,874,193,845,656,666,112.00","7,080,000,217,622,307,840.00",0.00,0,0.00,5.07,21,Low Risk
0x03b28bcd71d8dfbb71bf0d02bfca1e8bf49801b1,1000,"10,000,000,008,558,952.00",0.00,0.00,0,0.00,1000000000855895160389632.00,2,Low Risk
0x03b308b0091c8d1fec5406cff741352a2e66ae28,994,"6,284,000,000,000,000,000,000.00","3,931,054,097.00",0.00,1,0.00,1598553427386.22,67,Low Risk
0x03b45818b8a756efa4d2824fe19967c3d4c5b174,1000,"1,026,618.00",0.00,0.00,0,0.00,102661800000000.00,0,Low Risk
0x03b50207f389830139feca7fd0c340c1acb87cae,1000,"1,108,139.00",0.00,0.00,0,0.00,110813900000000.00,0,Low Risk
0x03b5a8ea2afbc9930f089836fdcd4863b4dd2b92,999,"360,019,950.00","260,975,455.00","261,064,414.00",0,1.00,1.38,16,Low Risk
0x03b65bec52fc0458956e509c72088384c76e0c97,1000,"19,112.00",0.00,0.00,0,0.00,1911200000000.00,0,Low Risk
0x03b71fecdeb2185c5fdf464a836334291f552fbb,1000,"18,990,000,000,000,000,524,288.00","1,200,000,000,000,000,000.00","1,200,000,000,000,000,000.00",0,1.00,15825.00,0,Low Risk
0x03b79d2f2b47661e29b11605b55e34e7ac5f011d,996,"129,022,714,028,240,064.00","441,026,565,794,645,082,112.00","882,054,873,274,420,035,584.00",0,2.00,0.00,0,Low Risk
0x03b90ee77fc31114c5b5cbd363059db6066cca7d,897,"93,452,503,137,043,049,611,264.00","92,098,371,856,465,494,278,144.00","4,586,002,305,682,591,232.00",0,0.00,1.01,114,Low Risk
0x03ba32ace3739ccecb9bfa494138b07bab1c0306,1000,"4,999,710.00",0.00,0.00,0,0.00,499971000000000.00,0,Low Risk
0x03ba6269d28f72ddb9aee4d81392cafa63eb54b2,1000,"1,874,913.00",0.00,0.00,0,0.00,187491300000000.00,0,Low Risk
0x03baaf9745e06fa191a150be5688501cd210a274,1000,"4,899,000,000,000,000,262,144.00","896,000,000,000,000,000,000.00","896,000,000,000,000,000,000.00",0,1.00,5.47,0,Low Risk
0x03baafc76f5bfff4b7e0ee99801621bcf98b48fc,1000,"3,729,800,394,680,985.00",0.00,0.00,0,0.00,372980039468098460319744.00,0,Low Risk
0x03bb14808209bb0ee48687db7ca6591c76e37ffd,1000,"4,206,929,275,920,957.00",0.00,0.00,0,0.00,420692927592095675318272.00,0,Low Risk
0x03bba88fca87ddd3ddcc4ee0efec1e046dd41a98,1000,"50,000,000,000,000,000.00","10,000,000,000,000,000.00",0.00,0,0.00,5.00,0,Low Risk
0x03bc4c7bb35b0d8209c157b761da5beeb576cf2a,778,"4,279,268,018,587,422,425,088.00","6,545,495,008,089,225,560,064.00","819,394,656,080,403,890,176.00",1,0.13,0.65,71,Low Risk
0x03bcc3e7b883f353380babdb76bd914630954a09,1000,"996,199,064,968,752,267,264.00","9,337,703,635.00","7,952,365,993.00",0,0.85,106685658905.98,86,Low Risk
0x03bcf88508b36ed7890230eacb0dd520ffa6e04b,1000,"97,400,000,000,000,000.00",0.00,0.00,0,0.00,9739999999999999203082240.00,0,Low Risk
0x03bd0c6e69bfd5edc3739a7003a9d28c58e57f80,998,"1,230,816,333,586,700,959,744,000.00","976,799,999,999,999,958,056,960.00","792,807,688,726,120,715,255,808.00",0,0.81,1.26,94,Low Risk
0x03bd66e09647f5fc607fd45059bee1c42f8bf9e8,1000,"100,000,000,000,000,000.00","30,000.00","30,000.00",0,1.00,3333333333332.22,3,Low Risk
0x03bd77990f28a2393792fa111e553f4665121c88,1000,"50,000,000,000,000,000,000.00",0.00,0.00,0,0.00,4999999999999999791559868416.00,0,Low Risk
0x03bdad6e6eaf145eaa26265e3e85c0dd26f4603e,1000,"1,108,427.00",0.00,0.00,0,0.00,110842700000000.00,0,Low Risk
0x03be19182f725713377e75e52f6b873fda5c810e,1000,"5,993,663,185,200,944.00",0.00,0.00,0,0.00,599366318520094368464896.00,0,Low Risk
0x03bf7fd823908e56c8785e4c7ebfc46fc6a6e41b,971,"341,398,442,088,240,919,871,488.00","301,005,000,000,848,506,388,480.00","91,030,326,834,043,417,526,272.00",0,0.30,1.13,97,Low Risk
0x03c04b194242507de3d845887c6c36bdcf3121df,1000,"1,975,712,819,691,715,559,424.00","250,000,007,825,000,000.00","3,147,205,763.00",0,0.00,7902.85,147,Low Risk
0x03c11dbb42b450d87352c76e034f2dcaaa65c039,1000,785.00,0.00,0.00,0,0.00,78500000000.00,0,Low Risk
0x03c1f86a157ef2f7baaa6fa37351833d7833c4e9,951,"15,557,860,362,609,789,763,584.00","13,998,598,703,406,622,179,328.00",0.00,0,0.00,1.11,3,Low Risk
0x03c2bfd2509de9b13d0124015077e100a292336d,996,"10,000,000,000,000,000,000.00","4,900,000,000,000,000,000.00",0.00,0,0.00,2.04,0,Low Risk
0x03c383f45deeb131f370304336603fda77eb9620,994,"1,085,008,441,263,113,895,936.00","1,000,000,000,002,000,027,648.00","1,000,424,097,177,936,592,896.00",0,1.00,1.09,9,Low Risk
0x03c3960a62a174de58fd3e14eeaba401e672019e,1000,"3,613,577,803,952,050.00",0.00,0.00,0,0.00,361357780395204991254528.00,0,Low Risk
0x03c39bef89e5efd1db481b957f31fc3c86e7a361,1000,"1,015,934.00",0.00,0.00,0,0.00,101593400000000.00,0,Low Risk
0x03c47aaa883fd00096eca1f3c9e2bf470d772749,1000,"737,621,068,546,577,268,736.00",0.00,0.00,0,0.00,73762106854657723535135342592.00,5,Low Risk
0x03c48ba8fcd46b9b4419cd57063978769efb8de8,996,"20,391,892,052,603,511,504,896.00","9,958,948,158,417,529,733,120.00","4,972,697,012,860,344,320.00",0,0.00,2.05,20,Low Risk
0x03c4a4c6878eb4b4284d945f46a7b35f0aac2cb2,1000,"1,209,571.00",0.00,0.00,0,0.00,120957100000000.00,0,Low Risk
0x03c559e75e6f0340dd23559fb19758584a3774a0,1000,"64,725,035,998,095,876,096.00","29,000,000,000,000,000,000.00","29,098,060,602,408,652,800.00",0,1.00,2.23,15,Low Risk
0x03c5c835b457a754d82a5aa92f684743edc9b4df,996,"60,000,000,000,129,671,168.00","30,000,000,000,000,000,000.00",0.00,0,0.00,2.00,26,Low Risk
0x03c65122e67c382ac316312ec5ffc1efdd1df219,1000,"5,222,000,000,000,000,524,288.00","1,111,000,000,000,000,000,000.00","1,111,000,000,000,000,000,000.00",0,1.00,4.70,0,Low Risk
0x03c668a2535eda70883f763786b3d7b4468b2f94,1000,"6,022,168,721,028,112.00",0.00,0.00,0,0.00,602216872102811169456128.00,0,Low Risk
0x03c8292158075a6138358d82d4cdea20aeac3a69,1000,"300,000,000.00",0.00,0.00,0,0.00,30000000000000000.00,0,Low Risk
0x03c855665161246a40a02869c7879f8d99683bf5,1000,"3,497,442,796,588,422.00",0.00,0.00,0,0.00,349744279658842160103424.00,0,Low Risk
0x03c860ca0b89eb6669102657b218372e4fc0e460,954,"3,200,245,000,002,214,035,456.00","2,423,000,000,000,990,117,888.00","680,000,000.00",0,0.00,1.32,9,Low Risk
0x03c96842b6bc662b7ae40d619a77c9122643daac,1000,"8,051,510,394,055,953.00",0.00,0.00,0,0.00,805151039405595314618368.00,7,Low Risk
0x03c9968a489fb4cb22b4ad00b4033710f258dcea,1000,"1,521,306,597,736,000,258,048.00",0.00,0.00,0,0.00,152130659773600028053752250368.00,0,Low Risk
0x03ca081447f5bf2994cd1ad08fc63d9ef02578b8,1000,"3,000,000,000,000,000,000.00",0.00,0.00,0,0.00,299999999999999997114318848.00,0,Low Risk
0x03ca33e1e242e18658e5071e758d87edfb19018c,1000,"94,600,000,000,000,000.00",0.00,0.00,0,0.00,9460000000000000260046848.00,0,Low Risk
0x03caaa7a6e8053ca69981975c38c5273e3fc0ebd,1000,"100,000,000,000,000,000.00",0.00,0.00,0,0.00,9999999999999998758486016.00,0,Low Risk
0x03cad3d3c97118cc6854b7cf2ff90b23d0046989,1000,"109,000,000,000,000,000.00",0.00,0.00,0,0.00,10900000000000000192937984.00,0,Low Risk
0x03cb6ca80bf0c60407a3c55a4c6abb8611214226,1000,"3,916,839,605,976,487.00",0.00,0.00,0,0.00,391683960597648683040768.00,0,Low Risk
0x03cb9cf3a13e90c03f8009c5eddc28464c9db623,1000,"100,447,121,000,000,000.00",0.00,0.00,0,0.00,10044712100000000114688000.00,1,Low Risk
0x03cdaf6b506c8477881ecc9fd71fb4d5cd1ba852,1000,"2,500,000,000,000,000,000.00",0.00,0.00,0,0.00,250000000000000003321888768.00,0,Low Risk
0x03cddb901b84f7e4d49350fedf0b764ab6fcfe73,1000,"1,501,425,266,717,533,952.00",0.00,0.00,0,0.00,150142526671753398894723072.00,0,Low Risk
0x03ce47abe931e23bf221eb5453c1e03a4f60d949,1000,"2,882,540,009,309,550,411,776.00","1,958,590,971,564,290,736,128.00","1,914,280,025,909,194,391,552.00",0,0.98,1.47,59,Low Risk
0x03ce7a47e2cd8a444db1213421146e31b4a3b646,1000,"2,020,977.00",0.00,0.00,0,0.00,202097700000000.00,7,Low Risk
0x03cf6b13394978c0bd6f9ff7b1909aed5757bb0a,1000,"12,808,208,636,869,096.00",0.00,0.00,0,0.00,1280820863686909597057024.00,1,Low Risk
0x03d09b36307c9813266d5ff7a87d0c19ba7060dd,1000,"6,748,768,645,057,810.00",0.00,0.00,0,0.00,674876864505780962852864.00,0,Low Risk
0x03d0aea80f01212181388158dabd6fa2e0a5fc68,1000,"1,171,123.00",0.00,0.00,0,0.00,117112300000000.00,0,Low Risk
0x03d11a35efea67f3b98dcb9d3ddad6b15cdb43f6,996,"14,306,526,467,150,755,921,920.00","16,114,318,099.00","3,885,559,690.00",3,0.24,887814574545.27,81,Low Risk
0x03d225884a6f01eb076ebb6a1081e1bfced8cb7d,1000,"2,347,310,569.00","1,367,848,469.00","1,368,263,882.00",0,1.00,1.72,3,Low Risk
