Wallet Address,Credit Score,Total Deposited,Total Borrowed,Total Repaid,Liquidation Events,Repay Ratio,Deposit/Borrow Ratio,Active Days,Risk Category
0x00d5615d3446b1719e6ee0684218891bc5a2100c,1000,"3,000,000,000,529,438,720.00","361,487,474.00",0.00,0,0.00,8299042750.59,2,Low Risk
0x00d56e1bba3db460563516119dfced085898e17d,1000,"6,860,085,569,866,701.00",0.00,0.00,0,0.00,686008556986670036025344.00,0,Low Risk
0x00d6cad0eb8fe405b4c27ca2071b0d0653b9c2fc,960,"2,922,501,986.00","530,908,088,157,416,062,976.00","500,150,347,708,232,564,736.00",0,0.94,0.00,11,Low Risk
0x00d7a50850a3cb1890bf300682bcd789571c012e,1000,"5,999,813,713,902,065,156,096.00",0.00,0.00,0,0.00,599981371390206527250035113984.00,85,Low Risk
0x00d831f24309b3271297f19b8e9be846c8c531c4,1000,"25,625,690,581,556,267,057,152.00","39,069,341,660.00","39,072,151,869.00",0,1.00,655902799810.74,60,Low Risk
0x00d841275b1a04ea45e29273efa213c4a59e84a1,1000,"76,547,927,906,763,554,816.00",0.00,0.00,0,0.00,7654792790676355459818979328.00,63,Low Risk
0x00d88be14e08e06865b156bb489e020a59cb68fe,1000,"1,027,621,081,727,569,536.00",0.00,0.00,0,0.00,102762108172756944469098496.00,0,Low Risk
0x00d8a0f305698083d8af5a8b900b3b947f604b55,1000,"1,971,411.00",0.00,0.00,0,0.00,197141100000000.00,0,Low Risk
0x00d8dc2f6648dfc0472a673d85f4bc022d5cd17a,1000,"1,000,000,000,026,053,376.00","200,000,001,204,374,112.00",0.00,0,0.00,5.00,100,Low Risk
0x00d913a96a6ae3ffbd52030020e8b743f97ace86,1000,"70,000,000,000,088,702,976.00",0.00,0.00,0,0.00,7000000000008870128192061440.00,24,Low Risk
0x00d94da07ea932ed8426e8dfd06615bda49b8022,798,"14,113,765,573,825,896,448.00","726,345,758,430,357,356,544.00","1,688,071,070.00",0,0.00,0.02,79,Low Risk
0x00d9acf1d63eae19a1b0e416be85dd7754298ffc,999,"539,612,613,970,000,019,456.00","100,000,000,000,000,000,000.00",0.00,0,0.00,5.40,18,Low Risk
0x00d9d164c3cdc126d33d541fe6e0cd55f4d4ed63,998,"463,598,997,736,123,006,976.00","205,000,000,000,125,861,888.00","125,878,052.00",0,0.00,2.26,8,Low Risk
0x00da65b9d6ea469301021381f9b16cf3e80fa8b1,991,"1,804,011,373,624,284,401,369,088.00","1,782,400,000,003,214,346,813,440.00","1,785,939,158,589,994,692,509,696.00",0,1.00,1.01,47,Low Risk
0x00da855f0f8924c454c93ea7c5d5d96757e1e652,1000,"2,700,000,000,000,000,000.00",0.00,0.00,0,0.00,270000000000000000838860800.00,0,Low Risk
0x00da9446b29e3d2424b9db0c7e701ad33fdfedf4,1000,"5,222,000,000,000,000,524,288.00","999,000,000,000,000,000,000.00","999,000,000,000,000,000,000.00",0,1.00,5.23,0,Low Risk
0x00da96f79c5969a61b5b15c6f5f800d760fad316,1000,"109,000,000,000,000,000.00",0.00,0.00,0,0.00,10900000000000000192937984.00,0,Low Risk
0x00da972a32c522b02771520fb5e70fcb056927fb,1000,"113,972,509,676,557,442,220,032.00",0.00,0.00,0,0.00,11397250967655744198221966082048.00,0,Low Risk
0x00db170287aaa8a93b08cda808af76d11a5f0fff,1000,"24,922,392,552,984,348,196,864.00","7,000,000,044,499,999,744.00","7,007,216,620,762,873,856.00",0,1.00,3560.34,106,Low Risk
0x00dc7f0ff419ed1634728a77146c6754541d2b82,1000,"256,897,200,553,031,630,848.00","760,000,000.00","760,197,411.00",0,1.00,338022632306.62,9,Low Risk
0x00dcb0f4d625ca40a0f0cd2f45bbdbd343198793,960,"527,461,654,101,124,775,936.00","31,221,784,124,762,984,808,448.00","31,232,970,554,012,141,092,864.00",0,1.00,0.02,3,Low Risk
0x00dd72466c9bc28c9765b406ea147c1e15dbc7ab,867,"698,546,790,169,613,172,736.00","2,709,500,000,000,000,131,072.00","775,093,755,168,243,580,928.00",0,0.29,0.26,121,Low Risk
0x00de3a8bdee6e682c3509d66a947d05a8ca797af,1000,"2,000,000,000,000,000,000.00","300,000,000,000,400,000.00",0.00,0,0.00,6.67,0,Low Risk
0x00df64b8044aa7126e0f88f286b3c483c5e5927a,1000,"1,200,000,000,000,042,752.00",0.00,0.00,0,0.00,120000000000004280069128192.00,10,Low Risk
0x00df99e12315cac90f49527b07d753b7fe9faccd,998,"211,574,986,427,744,224.00","105,698,662,713,685,824.00","55,698,662,713,685,832.00",0,0.53,2.00,0,Low Risk
0x00dfae7aeadc69fce49cf389d2bee4aae67aa656,1000,"23,200,000,000,000,000.00","5,000,000,000,000,000.00",0.00,0,0.00,4.64,0,Low Risk
0x00e10883490fa8ed8e9cd59177a54d45cd025ef9,1000,"1,107,129.00",0.00,0.00,0,0.00,110712900000000.00,0,Low Risk
0x00e14bea17f4e951fb695c52a66b3429da55a117,1000,"2,379,409,388,178,617,925,632.00",0.00,0.00,0,0.00,237940938817861776010127605760.00,40,Low Risk
0x00e1ac868592c1fd51ed72abca14930075ed892f,1000,"19,000,000,000,000,000,000.00","6,501,508,470,473,126,912.00",0.00,0,0.00,2.92,0,Low Risk
0x00e22b85d329650e35a9d664b7c408a57820f13f,999,"134,404,039,491,132,030,189,568.00","14,836,390,568,674,249,932,800.00","83,384,218,748.00",0,0.00,9.06,94,Low Risk
0x00e2362abcebe7833138bd460000ba5d4f6ee1e6,1000,"430,679,270.00","196,966,448.00","221,805,663.00",0,1.13,2.19,3,Low Risk
0x00e294652292776e4d59f416ef35a73cae0e01dc,1000,"9,960,468,559,000,000,512.00","7,043,952,581.00",0.00,0,0.00,1414045373.60,0,Low Risk
0x00e3088ddbd715f119651a58964ce1714b590f34,1000,"139,864,109.00",1.00,0.00,0,0.00,139864107.60,43,Low Risk
0x00e3df1133185a9effedabb79003d9c07ca69bc8,1000,"10,349,000,000.00",0.00,0.00,0,0.00,1034900000000000000.00,0,Low Risk
0x00e421ba23dbe6a165255be382f46fcb927f8951,961,"1,840,527,553.00","1,207,386,266.00",0.00,0,0.00,1.52,0,Low Risk
0x00e4f6071dcfc268ed4487e2a004d01e3666107e,1000,"37,042,404,878,030,892,695,552.00","20,258,500,000,000,000,393,216.00","20,157,365,811,852,043,354,112.00",0,1.00,1.83,103,Low Risk
0x00e61c3f169f0b2888137918053bdadda121bb44,1000,"1,110,079.00",0.00,0.00,0,0.00,111007900000000.00,0,Low Risk
0x00e61fabc261401d3c47b6178e86449ae9890d73,1000,"1,013,561,089,285,298,048.00",0.00,0.00,0,0.00,101356108928529801240641536.00,28,Low Risk
0x00e650676a38478b3eee9e3eb741a6075b2c95c1,992,0.00,"64,042,968,261,312,538,214,400.00","128,087,749,440,350,569,103,360.00",0,2.00,0.00,0,Low Risk
0x00e678b0cdae186eb3c4b08cfe3d1a698882c0af,1000,"3,275,840,202,980,692,328,448.00","1,797,560,000,000,000,000,000.00","1,804,578,472,257,278,967,808.00",0,1.00,1.82,56,Low Risk
0x00e6f654a108a16077be41abab58c3353f90e7cc,1000,"1,500,000,500,000,000,000.00",0.00,0.00,0,0.00,150000050000000004168613888.00,10,Low Risk
0x00e6f8d8fb80b0c302a6bd849b79982dc9945b15,1000,"222,677,848.00","120,000,000.00","120,077,113.00",0,1.00,1.86,17,Low Risk
0x00e7092c338d69f7ae230081d862d347ef9dcf1e,998,"360,194,674,827,957,567,488.00","159,000,000,000,000,000,000.00",0.00,0,0.00,2.27,46,Low Risk
0x00e839bc0c9a130afe30974914c4b0100756cff4,905,"1,125,088,781,377,506,132,361,216.00","1,170,569,700,001,876,577,091,584.00","54,150,085,629,868,987,383,808.00",0,0.05,0.96,60,Low Risk
0x00e87eb4a651f339219658165b87c204de6a7e5f,1000,"1,055,432.00",0.00,0.00,0,0.00,105543200000000.00,0,Low Risk
0x00e8909b79b3d40af0f22e37f81c9e3e9187d853,1000,"1,500,000,000,000,000,000.00",0.00,0.00,0,0.00,149999999999999998557159424.00,0,Low Risk
0x00e8b7df725ce993f179f071908a9d687815f2ba,1000,"1,050,029,402.00",0.00,0.00,0,0.00,105002940200000000.00,0,Low Risk
0x00e928ef44122d31043f772b00b0d1821b020ff7,1000,"1,839,767.00",0.00,0.00,0,0.00,183976700000000.00,0,Low Risk
0x00e979f43658ae9cfb838b07d4b3bc70f12b93cb,994,"54,710,107,529,656,508,416.00","2,309,009,600.00","49,223,480.00",1,0.02,23694187988.50,103,Low Risk
0x00e97bf0997013cc741dbcaafba8f439d474c879,1000,"1,022,300.00",0.00,0.00,0,0.00,102230000000000.00,0,Low Risk
0x00e9ba3dc1ebd6f585b9f5bf8a33a975b5f8a7de,1000,"1,200,000,005,821,042,176.00",0.00,0.00,0,0.00,120000000582104221352984576.00,39,Low Risk
0x00eaa7d80b05144a928492bb83b82cfa5e2914cd,1000,"1,000,000.00",0.00,0.00,0,0.00,100000000000000.00,0,Low Risk
0x00eacbbd373a91aa0d4485b0beb45b14816f835f,1000,"1,108,220.00",0.00,0.00,0,0.00,110822000000000.00,0,Low Risk
0x00ead164c58ccf3d8fbe9aab4c806477db62e599,799,0.00,0.00,0.00,0,0.00,0.00,0,Low Risk
0x00eadb769d931de24bb9252c3cc3a6f8de3f86cb,998,"39,342,130.00","19,372,498.00","19,372,511.00",0,1.00,2.03,0,Low Risk
0x00eb8dc1785a096d7006ca9c64aa4ad5f2706691,1000,"11,253.00",0.00,0.00,0,0.00,1125300000000.00,0,Low Risk
0x00eda101a3b10f7164cce8ecdf305b1317ca0669,1000,"280,000,000,000,986,972,160.00",0.00,0.00,0,0.00,28000000000098698033318854656.00,7,Low Risk
0x00eddd42021ba97a37097ad4286b893b206e12bc,997,"408,106,283,967,535,054,848.00","477,131,213.00","333,617,781.00",1,0.70,855333444654.64,60,Low Risk
0x00ee45c909dee53b4cf6af3a5fc3739cd2f9f2a3,957,"18,577,533,464,531,487,948,800.00","12,499,123,497,797,123,309,568.00",0.00,0,0.00,1.49,20,Low Risk
0x00ee80c322d6e956d2629a73223605bbda946f2d,902,"100,000,000,000,000,000.00","100,000,000,000,000,000.00",0.00,0,0.00,1.00,51,Low Risk
0x00ef17fb802141f4a12026c4492bafc43d8ab85e,1000,"122,574,507,793,336,647,680.00","23,000,000,000,189,046,784.00","23,005,877,128,908,083,200.00",0,1.00,5.33,71,Low Risk
0x00ef8b0cf8f81c2b40fc9233b16f2c21cd4f6f15,1000,"194,356,190.00",0.00,0.00,0,0.00,19435619000000000.00,3,Low Risk
0x00f00fa5ba62e19615bbf759b7155de7ba96f27b,1000,"16,298,109,894,731,684,118,528.00","7,953,937,860.00","1,150,132,537.00",0,0.14,2049061758037.38,6,Low Risk
0x00f14df956a8e0b34e0c5bddb6e39dec48ec7baa,1000,"450,000,000,000,000,000.00","500,000,000.00","502,415,465.00",0,1.00,900000000.00,57,Low Risk
0x00f16ddf3034436fc981194a0192044ce90aa4c1,1000,"430,578,162,999,999,987,712.00",0.00,0.00,0,0.00,43057816299999995182788378624.00,61,Low Risk
0x00f3fb9d81506fe69f504fa12325d1559280d635,1000,"36,396.00",0.00,0.00,0,0.00,3639600000000.00,74,Low Risk
0x00f4765d1e007cefc091d84c2bcd1c16ddcc2c87,1000,"696,129,000,010,334,994,432.00","7,907,789,783.00","7,910,719,144.00",0,1.00,88030792308.98,7,Low Risk
0x00f4fa7ac6f012e7e65d325022ba1397a83ca694,999,"186,000,000,000,119,308,288.00","42,000,000,000,000,000,000.00",0.00,0,0.00,4.43,58,Low Risk
0x00f5481262d4845b292ba0c41752de258b3bbeec,1000,"109,982,161,225,266,344,493,056.00","18,500,000,000,023,172,481,024.00","18,511,701,428,093,992,304,640.00",0,1.00,5.94,33,Low Risk
0x00f57a995e566fa107d36ca5443629c7bee31213,1000,"500,000,000,000,000.00","119,837,517,310,501.00","119,837,517,310,501.00",0,1.00,4.17,0,Low Risk
0x00f63722233f5e19010e5daf208472a8f27d304b,1000,"20,030,000,000,000,000,000.00",0.00,0.00,0,0.00,2002999999999999988406943744.00,0,Low Risk
0x00f656a2953a15ddf8d9d9726b67dd4e61f238b9,960,"272,288,369,007,050,976.00","45,998,125,930,538,491,904.00","46,028,584,500,031,012,864.00",0,1.00,0.01,5,Low Risk
0x00f6c46a5e9b0613ededa94072f065e46bc8176f,1000,"10,000,000,000,000,822,083,584.00",0.00,0.00,0,0.00,1000000000000082210577824350208.00,25,Low Risk
0x00f70714e95b8d092546acdc8e52a02d6eedc934,1000,"1,337,171,934.00",0.00,0.00,0,0.00,133717193400000000.00,0,Low Risk
0x00f72bb4bd6c353685bed9077422dbf3d85e80a1,1000,"250,999,692,978,999,984,128.00",0.00,0.00,0,0.00,25099969297899996185742016512.00,41,Low Risk
0x00f731bcd3a8d541a040a7586ff3d03dea48e31f,799,0.00,0.00,0.00,0,0.00,0.00,2,Low Risk
0x00f777857b95c1d0fe7564ae343d1a00c80b38f1,999,"704,769,028,758,713,270,272.00","103,059,444,520,368,979,968.00","18,665,538,386,733,544.00",0,0.00,6.84,61,Low Risk
0x00f83f560dea6e8317900beabc89be027da154f8,999,"316,957,176,269,257,834,496.00","60,000,000,000,000,000,000.00",0.00,0,0.00,5.28,1,Low Risk
0x00f863703e78916a4487fcbfbda7a6944fa86538,1000,"267,721,376.00",0.00,0.00,0,0.00,26772137600000000.00,13,Low Risk
0x00f8a06340b52aee151b871a915c06af3c053470,965,"590,413,572,295,966,326,784.00","367,415,423,837,852,008,448.00","37,751,057,993,571,262,464.00",0,0.10,1.61,37,Low Risk
0x00f8b6bf7cf6b0a173e14abc3d687dd03fe16bb0,1000,"1,000,000,000,000,000,000.00",0.00,0.00,0,0.00,100000000000000004764729344.00,0,Low Risk
0x00f8dcbf7f64e30efff649bd9f137af0eb80e4da,1000,"10,000,000,000,000,000,000.00","3,261,753.00","3,261,831.00",0,1.00,3065836070358.48,0,Low Risk
0x00f8dd0e37d5077fa256fadbaa216d9088a708e6,1000,"3,133,786,014,502,572,032.00",0.00,0.00,0,0.00,313378601450257190427295744.00,5,Low Risk
0x00f9126faecd227f6cd0ccba36865c9a7c55ff24,1000,"31,900,000,000,000,000.00","5,000,000,000,000,000.00",0.00,0,0.00,6.38,0,Low Risk
0x00f9a33dfedbc3bddfb6ef4380dacfd9352c4d15,1000,"2,044,302.00",0.00,0.00,0,0.00,204430200000000.00,3,Low Risk
0x00fa8021f0c2157ab005dd41b11d49ea30d7893a,1000,"1,500,000,000,000,000,000.00",0.00,0.00,0,0.00,149999999999999998557159424.00,0,Low Risk
0x00fbef9f0f9b0b6421c264a2020f14bca80291ca,1000,"400,000,000,000.00",0.00,0.00,0,0.00,40000000000000000000.00,29,Low Risk
0x00fc6300b77a8ea902d576eafaa9ba40daa7c415,999,"27,154,439,178,023,034,880.00","10,550,785,779,240,960,000.00",0.00,0,0.00,2.57,37,Low Risk
0x00fc9abc1ae9d1b71b89fd285cb6c73129f6da72,1000,"19,076,233,088,950,312.00",0.00,0.00,0,0.00,1907623308895031237017600.00,6,Low Risk
0x00fcad795d8a753c9064126b78cf0330436da09b,799,0.00,0.00,0.00,0,0.00,0.00,22,Low Risk
0x00fce3e318dfc490be549b266e85af457ee3d65b,1000,"1,759,493.00",0.00,0.00,0,0.00,175949300000000.00,0,Low Risk
0x00fdcbab290f89f3d03a21b1fa17fdd64bd2f1c8,1000,"100,000,000,000,000,000.00",0.00,0.00,0,0.00,9999999999999998758486016.00,0,Low Risk
0x00fe37d2589cdec3cf55afaf4a482bca6b7b0ae6,1000,"1,300,000,000,000,000,000.00",0.00,0.00,0,0.00,130000000000000001040187392.00,0,Low Risk
0x00fea8ef6f337ce6aa8b5bb7086ace94dd0434a7,1000,"130,000,000,000,000,000,000.00","1,000,000,000,096,837,632.00",0.00,0,0.00,130.00,0,Low Risk
0x00ff162742cd72f0a726cf90138a832ab5f0d48e,1000,"24,300,000,000,000,000.00","5,000,000,000,000,000.00",0.00,0,0.00,4.86,0,Low Risk
0x00ffb2daca4977f6edb65b21c21184eee6a5a72a,996,"100,000,000,000,000,000.00","50,000,000,160,494,960.00",0.00,0,0.00,2.00,0,Low Risk
0x0100569d3daa2d258f8b21d4ec833ed21d2ff2dd,1000,"250,000,000,000,450.00",0.00,0.00,0,0.00,25000000000044998590464.00,22,Low Risk
0x01017b2d24a37f5c74bc2291eb8743937aad1ff6,1000,"4,102,674,766,402,218.00",0.00,0.00,0,0.00,410267476640221806723072.00,7,Low Risk
0x010286f16ec2f351c7575caf45c07d758a184793,1000,"3,357,066,668,017,219.00",0.00,0.00,0,0.00,335706666801721923076096.00,6,Low Risk
0x0102b4bf6272eae55dffc8008ba81ac2bab58ca0,798,"266,990,000.00","180,000,000,000,000,000,000.00",0.00,0,0.00,0.00,6,Low Risk
0x0104712abf87649bc5a0844b490fcf924f76da81,1000,"94,700,000,000,000,000.00",0.00,0.00,0,0.00,9469999999999999416991744.00,0,Low Risk
0x0104b9e629be9b419a5f0b4974de5e8f2bb06399,1000,"257,122,707,172,902,109,184.00","34,445,047,818,607,755,264.00","34,458,407,938,223,214,592.00",0,1.00,7.46,3,Low Risk
0x0104d7a50c942735fd96ed6ab3423cac7e2db0d7,799,0.00,0.00,0.00,0,0.00,0.00,0,Low Risk
0x0105c26c5d013bb32223dbb2a4bbd98e9b0c320a,1000,"88,572,851,724,611,420,160.00","40,000,000.00","40,004,586.00",0,1.00,2214321293115.29,1,Low Risk
0x010716be97151c482b999a87477aca6b2d122ed1,1000,"4,019,486,063,922,668.00",0.00,0.00,0,0.00,401948606392266798399488.00,0,Low Risk
0x0107aacde8714bd13357fc856d6b93b3f8b543e9,1000,"40,824,025,431,166,955,814,912.00","22,312,359,682,660,930,420,736.00","22,315,328,634,507,084,431,360.00",0,1.00,1.83,51,Low Risk
0x0107e33b5776e3052fdd624d6246df4f1d8ecddd,998,0.00,"946,052,756,125.00","1,892,106,052,067.00",0,2.00,0.00,0,Low Risk
0x01080306fab7721ae1dbff1909df46b92a2c0b8c,1000,"21,205,207,506,124,308,480.00","1,022,239,605.00","1,023,371,649.00",0,1.00,20743871986.96,21,Low Risk
0x0108678baac8accdcbff80294564f74725330907,1000,"3,850,684,734,347,005,132,800.00","1,000,000,000,000,000,000,000.00","1,000,230,917,145,433,997,312.00",0,1.00,3.85,52,Low Risk
0x01087080dca984b607e1ebf263330431f979e528,997,"151,344,937,345,479,376,896.00","113,000,000,000,000,000,000.00","113,369,976,461,404,094,464.00",0,1.00,1.34,27,Low Risk
0x010a078ff877852f0f18b6a910f7964ff18498f4,1000,"1,300,000,000,000,000,000.00",0.00,0.00,0,0.00,130000000000000001040187392.00,0,Low Risk
0x010afb8548a5d1a3a3d62f58ca0a5a1329974206,1000,"53,115,528,966,581,739,520.00",0.00,0.00,0,0.00,5311552896658173909463465984.00,52,Low Risk
0x010b19435d2bcae650c41af62440e2de08444026,999,"3,652,971,076,636,692,480.00","2,500,000,000,000,000,000.00","2,501,925,295,777,809,408.00",0,1.00,1.46,6,Low Risk
0x010b7eb359ff40fd261ac917003dc21058c32055,1000,"90,911,000,006,756,237,312.00",0.00,0.00,0,0.00,9091100000675623612861906944.00,4,Low Risk
0x010c9d0abf2925400c37ee688215d34dd3e1ec08,1000,"240,000,000,000,450.00",0.00,0.00,0,0.00,24000000000045000687616.00,22,Low Risk
0x010cb104dc1ce1cf2010ee993c74aa347271a686,1000,97.00,0.00,0.00,0,0.00,9700000000.00,0,Low Risk
0x010d23b534006f4e4f174a7530d7d9e3c131732a,1000,"12,072,025,648,059,775,975,424.00","5,504,501,889,946,251,952,128.00","5,317,013,106,371,614,212,096.00",0,0.97,2.19,115,Low Risk
0x010da4bb5ed14c387bc92de075b58e2d0cee23b1,996,"100,000,000,000,000,000.00","1,359,097,904,017,349,541,888.00","2,718,097,818,138,137,591,808.00",0,2.00,0.00,46,Low Risk
0x010da5ff62b6e45f89fa7b2d8ced5a8b5754ec1b,1000,"5,000,000,000,000,000,000.00",0.00,0.00,0,0.00,500000000000000006643777536.00,36,Low Risk
0x010e0d20b256620b6ab77729c8152112e0b78561,1000,"500,000,000,000,000,000,000.00",0.00,0.00,0,0.00,49999999999999995716575428608.00,15,Low Risk
0x010e3a3a9aaf3d8ee76b26d154f8c16c970f477e,1000,"1,000,000,000,002,000,000.00","200,000,000,000,000,000.00",0.00,0,0.00,5.00,0,Low Risk
0x010e86d5c98a9bf2d232a3a73ea289a79b545b16,1000,"1,100,000.00",0.00,0.00,0,0.00,110000000000000.00,0,Low Risk
0x010e891bf7045dd54a0a70b96a77c7b4cfc24640,1000,"100,000,000,000,000,000.00",0.00,0.00,0,0.00,9999999999999998758486016.00,0,Low Risk
0x010e92ac8b581c760a4f3c877a4558e8cc278c70,997,"1,094,594,982.00","1,576,517,889.00","2,228,069,452.00",0,1.41,0.69,3,Low Risk
0x010eefc75fce6c266573960812b987fa22b6c64e,1000,"20,001,000,000,000,001,835,008.00","2,235,000,000,000,000,000,000.00","2,235,000,000,000,000,000,000.00",0,1.00,8.95,0,Low Risk
0x010f6b049a5e8e963060b283486795630e5d83e2,1000,"1,082,700,000,000,000,000,000.00","15,030,687,214,542,088.00","15,030,935,409,222,968.00",0,1.00,72032.63,75,Low Risk
0x010f995c1f0784b39865fb0dbeaf98311f3cc52c,1000,"157,000,000,000,000,000,000.00","23,356,269.00",0.00,0,0.00,6721964026018.02,0,Low Risk
0x01102f208a263a1b3844a1bfac5444cbfe7d052f,994,"666,111,456,487,654,555,648.00","585,000,000,000,000,000,000.00","585,710,493,097,872,982,016.00",0,1.00,1.14,19,Low Risk
0x011128170cd4f77f90af9dbb7501b10112efb31e,1000,"1,999,420,000,000,000,000.00",0.00,0.00,0,0.00,199941999999999994232832000.00,0,Low Risk
0x0111aa45d978c43bdee2b7690e33c65648fc06cb,1000,"107,400,000,000,000,000.00",0.00,0.00,0,0.00,10740000000000000796917760.00,0,Low Risk
0x0111dcc6fc2df10b1145fdcfed2bcf1b1c00de91,1000,"10,000,000,000,000,000.00","1,000,000,000,000,000.00",0.00,0,0.00,10.00,0,Low Risk
0x01139728b71405424f148e82c090f9097ba69e2c,1000,"80,000,000.00",0.00,0.00,0,0.00,8000000000000000.00,0,Low Risk
0x0113983234c06a01834e6c173efab06f04de2122,1000,"1,107,690.00",0.00,0.00,0,0.00,110769000000000.00,0,Low Risk
0x0113e5d1ca256159d7e7f37fd334ef1f7ee5d39b,1000,"1,066,878.00",0.00,0.00,0,0.00,106687800000000.00,0,Low Risk
0x0113e5f85ae18da390377823825946fc45582d1f,997,"2,140,430,328,141,649,018,880.00","1,700,000,000,000,000,000,000.00","1,706,102,402,835,956,891,648.00",0,1.00,1.26,30,Low Risk
0x0114572c98f3756064b4be09cf02f05ef7f867a6,1000,"100,000,000,000,000,000.00","10,000,000,000,000,000.00",0.00,0,0.00,10.00,0,Low Risk
0x0114d2ec12d3c70f90d9a9d827930c66b435c61e,1000,"19,000,000,000,000,000.00",0.00,0.00,0,0.00,1900000000000000075497472.00,0,Low Risk
0x01151b41131ed0bc3268dad9be8fab765205bd71,1000,"338,000,000,000,000,000,000.00",0.00,0.00,0,0.00,33799999999999997315511222272.00,0,Low Risk
0x0116ed59d76aaaf9ab5ef88807ab33b24df36efd,996,"2,755,301,392,899,209,216.00","2,250,000,000,000,000,000.00","2,253,844,780,839,102,976.00",0,1.00,1.22,14,Low Risk
0x0116fdba1f1dc87f91fcafe2fb365ca829cee686,991,"120,189,942,873,571,580,706,816.00","137,500,000,000,942,394,048,512.00","117,105,672,181,355,141,660,672.00",0,0.85,0.87,82,Low Risk
0x01173bd5895acf19c67f6170f15d503d4153cf04,1000,"29,640,045,400,992,718,848.00",0.00,0.00,0,0.00,2964004540099271775360122880.00,101,Low Risk
0x0118473b89b9b267953921c26760394db9da6ec3,1000,"12,824,856,131,402,342.00",0.00,0.00,0,0.00,1282485613140234221912064.00,1,Low Risk
0x011a62dc7a6c2969a764ec1acd67081029100d57,1000,"1,000,000,000,002,000,000.00",0.00,0.00,0,0.00,100000000000199995621900288.00,0,Low Risk
0x011b042a0573972f547b885c86279291b04c6020,981,"1,955,081,144,824,803,098,624.00","1,738,224,709,992,272,101,376.00","903,845,845,807,457,370,112.00",0,0.52,1.12,46,Low Risk
0x011b552b17d1a78af3be9f5b9fa85b6d66fc7dad,619,"35,321,870,081,734,963,200.00","90,070,000,000,110,002,176.00","22,543,539,659,168,002,048.00",2,0.25,0.39,12,Medium Risk
0x011b7c26193af783f967621d9be90a8bc6a9abd3,1000,"3,000,000,000,000,000,000.00",0.00,0.00,0,0.00,299999999999999997114318848.00,0,Low Risk
0x011c3a587254b7312d78f2c8ba5adc41a1ed1357,1000,"19,023,913,231,593,100,017,664.00","2,050,150,000,003,778,871,296.00","2,050,698,190,690,303,868,928.00",0,1.00,9.28,85,Low Risk
0x011c8e8496801c553b480c7fb8a34eb729b18537,1000,"4,409,873,827,633,410.00",0.00,0.00,0,0.00,440987382763341018562560.00,0,Low Risk
0x011d826f9ced58896b8046e7afc995f366538cce,1000,"18,078,574,775,953,120.00",0.00,0.00,0,0.00,1807857477595312011870208.00,7,Low Risk
0x011e2c14c24fdac66a77802061d8ea26814e5154,1000,"67,114,666.00",0.00,0.00,0,0.00,6711466600000000.00,9,Low Risk
0x011e3916f0932f0c0b62261e03b729eeb4e8da85,1000,"1,007,780.00",0.00,0.00,0,0.00,100778000000000.00,0,Low Risk
0x011e6bf0b2fccc01f137cfe776e1b1121f31fbaa,978,"4,836,411,093,124,026,204,160.00","3,503,651,997,473,525,727,232.00","4,503,651,997,476,070,621,184.00",1,1.29,1.38,81,Low Risk
0x011e835885e78d9f1c92e580dae0e142a33cf25e,1000,"1,000,000,000,000,000,000.00","142,000.00","142,000.00",0,1.00,7042253521126.26,0,Low Risk
0x011e8572c0e339b659add9fbf24ba1328cde7ca9,1000,"95,900,000,000,000,000.00",0.00,0.00,0,0.00,9590000000000000037748736.00,0,Low Risk
0x01209fa47cd0bf3f6b7d0ecf8598e031f57a7543,1000,"45,000,098,695,175,856,128.00",0.00,0.00,0,0.00,4500009869517585348695162880.00,4,Low Risk
0x01212602bb6ef285d7fca99430283ba780fe5950,999,"100,000,000,000,000,000,000.00","50,000,000,000,000,000,000.00","50,454,499,700,709,588,992.00",0,1.01,2.00,56,Low Risk
0x01213e995cd6272ebbb929311b50787296f25600,1000,"3,950,870,555,221,956,231,168.00","1,000,000,000,005,663,096,832.00","1,005,254,479,931,923,496,960.00",0,1.01,3.95,80,Low Risk
0x01214a235c6767040c8fef6bd33519a6c7ad79ae,742,"295,112,873,860,634,589,003,776.00","1,342,752,030,003,354,641,891,328.00","90,254,521,897,752,947,851,264.00",1,0.07,0.22,122,Low Risk
0x012186399add91fcdc4504bcd9c44a2169d4b32c,1000,"4,999,161.00",0.00,0.00,0,0.00,499916100000000.00,0,Low Risk
0x0121a5499577090838ac2d987c2fab300ab13858,1000,"1,248,032.00",0.00,0.00,0,0.00,124803200000000.00,11,Low Risk
0x0121ce9b0af57bd51a9e2d2534175a9c4a949975,1000,"4,400,000,000,000,000,000.00",0.00,0.00,0,0.00,440000000000000014092861440.00,3,Low Risk
0x01222a114552e89e4c548170f8c1f4d5460d255a,999,"81,655,356,856,709,534,449,664.00","1,604,457,489,520,139,436,032.00","197,552,831,699.00",0,0.00,50.89,131,Low Risk
0x0122a648094d10ea18ae72673aea0334fae4d3a5,1000,"1,307,224,212,383,552,814,186,496.00","8,251,101,588,321,569,079,296.00","8,255,687,744,279,408,541,696.00",0,1.00,158.43,71,Low Risk
0x0122f83912932a2d3631340168795c42b6716290,1000,"3,000,000.00",0.00,0.00,0,0.00,300000000000000.00,5,Low Risk
